Binding Energy (eV),0min_Intensity (cps),1min_Intensity (cps),2min_Intensity (cps),3min_Intensity (cps),4min_Intensity (cps),5min_Intensity (cps),6min_Intensity (cps),6.5min_Intensity (cps),7min_Intensity (cps),7.5min_Intensity (cps),8min_Intensity (cps),8.5min_Intensity (cps),9min_Intensity (cps),9.5min_Intensity (cps),10min_Intensity (cps),10.5min_Intensity (cps),11min_Intensity (cps),11.5min_Intensity (cps),12min_Intensity (cps),13min_Intensity (cps),14min_Intensity (cps),15min_Intensity (cps),16min_Intensity (cps),17min_Intensity (cps),18min_Intensity (cps)
103.0000,12023.4375,14076.5625,14201.5625,13932.8125,13809.3750,13598.4375,13195.3125,13570.3125,13975.0000,13767.1875,12385.9375,10210.9375,8187.5000,4190.6250,1882.8125,1632.8125,1496.8750,1450.0000,1493.7500,1546.8750,1498.4375,1501.5625,1409.3750,1490.6250,1468.7500
102.9000,11912.5000,13460.9375,13754.6875,13843.7500,12971.8750,12526.5625,12406.2500,13010.9375,13464.0625,12993.7500,11781.2500,9425.0000,7900.0000,4250.0000,1900.0000,1542.1875,1506.2500,1590.6250,1525.0000,1501.5625,1525.0000,1462.5000,1510.9375,1475.0000,1521.8750
102.8000,11626.5625,12790.6250,12625.0000,12473.4375,12046.8750,12018.7500,11960.9375,12164.0625,12682.8125,12520.3125,10778.1250,9123.4375,7689.0625,4317.1875,1931.2500,1545.3125,1568.7500,1537.5000,1618.7500,1523.4375,1500.0000,1485.9375,1473.4375,1529.6875,1601.5625
102.7000,10954.6875,11589.0625,11740.6250,11890.6250,11254.6875,10801.5625,10848.4375,11328.1250,11817.1875,11785.9375,10212.5000,8040.6250,7392.1875,4417.1875,2003.1250,1676.5625,1510.9375,1557.8125,1520.3125,1492.1875,1540.6250,1576.5625,1540.6250,1506.2500,1443.7500
102.6000,10479.6875,10823.4375,10775.0000,10835.9375,10493.7500,10245.3125,9992.1875,10542.1875,10732.8125,10725.0000,9237.5000,7450.0000,7223.4375,4554.6875,2085.9375,1548.4375,1548.4375,1496.8750,1567.1875,1540.6250,1496.8750,1529.6875,1450.0000,1426.5625,1495.3125
102.5000,9496.8750,9978.1250,10050.0000,9770.3125,9406.2500,9110.9375,8934.3750,9598.4375,9745.3125,9660.9375,8492.1875,6754.6875,7060.9375,4634.3750,2096.8750,1634.3750,1585.9375,1479.6875,1585.9375,1512.5000,1525.0000,1503.1250,1396.8750,1498.4375,1462.5000
102.4000,9254.6875,9295.3125,9062.5000,8837.5000,8739.0625,8251.5625,8210.9375,8339.0625,8870.3125,8635.9375,7548.4375,6132.8125,6350.0000,4657.8125,2037.5000,1715.6250,1609.3750,1550.0000,1556.2500,1612.5000,1510.9375,1540.6250,1532.8125,1476.5625,1468.7500
102.3000,7954.6875,8237.5000,8029.6875,7982.8125,7637.5000,7271.8750,7290.6250,7432.8125,7726.5625,7956.2500,6709.3750,5550.0000,6339.0625,4650.0000,2235.9375,1743.7500,1575.0000,1534.3750,1582.8125,1601.5625,1567.1875,1642.1875,1460.9375,1546.8750,1481.2500
102.2000,7382.8125,7159.3750,7100.0000,7020.3125,6828.1250,6400.0000,6453.1250,6804.6875,6876.5625,6873.4375,6092.1875,5290.6250,5865.6250,4909.3750,2303.1250,1635.9375,1598.4375,1573.4375,1557.8125,1543.7500,1553.1250,1565.6250,1581.2500,1603.1250,1532.8125
102.1000,6560.9375,6457.8125,6359.3750,6079.6875,5907.8125,5776.5625,5607.8125,6006.2500,6204.6875,6120.3125,5306.2500,4546.8750,5862.5000,4864.0625,2423.4375,1712.5000,1510.9375,1631.2500,1626.5625,1578.1250,1573.4375,1521.8750,1568.7500,1556.2500,1543.7500
102.0000,6121.8750,5746.8750,5531.2500,5407.8125,5334.3750,5115.6250,4931.2500,5162.5000,5296.8750,5300.0000,4700.0000,4075.0000,5442.1875,5028.1250,2465.6250,1785.9375,1600.0000,1617.1875,1618.7500,1639.0625,1609.3750,1639.0625,1587.5000,1682.8125,1564.0625
101.9000,5285.9375,5065.6250,4889.0625,4701.5625,4637.5000,4381.2500,4323.4375,4320.3125,4757.8125,4820.3125,4201.5625,3814.0625,5196.8750,4946.8750,2562.5000,1785.9375,1696.8750,1620.3125,1673.4375,1634.3750,1543.7500,1639.0625,1535.9375,1528.1250,1589.0625
101.8000,4798.4375,4576.5625,4293.7500,4268.7500,3959.3750,3871.8750,3757.8125,4031.2500,4110.9375,4028.1250,3801.5625,3473.4375,4835.9375,4981.2500,2685.9375,1900.0000,1723.4375,1681.2500,1601.5625,1684.3750,1629.6875,1621.8750,1650.0000,1648.4375,1632.8125
101.7000,4204.6875,4006.2500,3654.6875,3750.0000,3548.4375,3482.8125,3339.0625,3498.4375,3703.1250,3725.0000,3340.6250,3192.1875,4628.1250,5043.7500,2862.5000,1918.7500,1718.7500,1684.3750,1684.3750,1696.8750,1664.0625,1746.8750,1668.7500,1753.1250,1603.1250
101.6000,3725.0000,3376.5625,3268.7500,3184.3750,3010.9375,3051.5625,3029.6875,2945.3125,3165.6250,3107.8125,3018.7500,2867.1875,4470.3125,5220.3125,2917.1875,2103.1250,1795.3125,1673.4375,1831.2500,1695.3125,1742.1875,1856.2500,1693.7500,1693.7500,1723.4375
101.5000,3201.5625,2940.6250,2990.6250,2851.5625,2664.0625,2559.3750,2525.0000,2604.6875,2812.5000,2735.9375,2615.6250,2651.5625,4376.5625,5040.6250,3134.3750,2103.1250,1837.5000,1781.2500,1889.0625,1837.5000,1695.3125,1793.7500,1740.6250,1801.5625,1712.5000
101.4000,2843.7500,2578.1250,2448.4375,2426.5625,2460.9375,2217.1875,2331.2500,2359.3750,2382.8125,2543.7500,2371.8750,2521.8750,4150.0000,5256.2500,3390.6250,2296.8750,1971.8750,1900.0000,1834.3750,1842.1875,1735.9375,1771.8750,1973.4375,1801.5625,1706.2500
101.3000,2525.0000,2337.5000,2107.8125,2178.1250,2075.0000,2089.0625,2003.1250,2054.6875,2182.8125,2182.8125,2115.6250,2337.5000,4054.6875,5171.8750,3584.3750,2437.5000,2101.5625,1967.1875,1903.1250,1921.8750,1868.7500,1895.3125,1923.4375,1942.1875,1840.6250
101.2000,2281.2500,2000.0000,1968.7500,1932.8125,1810.9375,1737.5000,1762.5000,1846.8750,1914.0625,1987.5000,1948.4375,2260.9375,4025.0000,5532.8125,3748.4375,2675.0000,2173.4375,2120.3125,2121.8750,1990.6250,2000.0000,1951.5625,1979.6875,2007.8125,1965.6250
101.1000,1943.7500,1857.8125,1723.4375,1700.0000,1639.0625,1589.0625,1589.0625,1618.7500,1673.4375,1721.8750,1834.3750,2240.6250,4068.7500,5517.1875,3890.6250,2889.0625,2457.8125,2253.1250,2176.5625,2117.1875,2062.5000,2123.4375,2100.0000,2050.0000,2153.1250
101.0000,1695.3125,1585.9375,1701.5625,1609.3750,1535.9375,1431.2500,1495.3125,1565.6250,1512.5000,1601.5625,1792.1875,2140.6250,3790.6250,5734.3750,4348.4375,3093.7500,2754.6875,2443.7500,2314.0625,2271.8750,2206.2500,2140.6250,2371.8750,2220.3125,2207.8125
100.9000,1679.6875,1501.5625,1392.1875,1281.2500,1267.1875,1237.5000,1231.2500,1334.3750,1460.9375,1534.3750,1721.8750,2078.1250,4015.6250,5785.9375,4871.8750,3476.5625,2906.2500,2700.0000,2528.1250,2526.5625,2601.5625,2465.6250,2568.7500,2390.6250,2467.1875
100.8000,1423.4375,1275.0000,1314.0625,1185.9375,1218.7500,1114.0625,1189.0625,1221.8750,1389.0625,1479.6875,1600.0000,2156.2500,4125.0000,6257.8125,5273.4375,4026.5625,3334.3750,3042.1875,2832.8125,2821.8750,2746.8750,2765.6250,2840.6250,2795.3125,2825.0000
100.7000,1271.8750,1225.0000,1106.2500,1117.1875,1121.8750,1128.1250,1128.1250,1115.6250,1267.1875,1307.8125,1726.5625,2296.8750,4232.8125,6507.8125,5837.5000,4493.7500,3828.1250,3443.7500,3339.0625,3090.6250,3112.5000,3131.2500,3042.1875,3071.8750,3276.5625
100.6000,1184.3750,1064.0625,1087.5000,1007.8125,1070.3125,1014.0625,1070.3125,1076.5625,1232.8125,1435.9375,1732.8125,2368.7500,4373.4375,7103.1250,6621.8750,5154.6875,4442.1875,4040.6250,3896.8750,3804.6875,3659.3750,3692.1875,3864.0625,3760.9375,3659.3750
100.5000,1075.0000,1054.6875,1015.6250,990.6250,1018.7500,950.0000,967.1875,1100.0000,1262.5000,1389.0625,1923.4375,2553.1250,4937.5000,7375.0000,7298.4375,6150.0000,5262.5000,4817.1875,4681.2500,4600.0000,4379.6875,4401.5625,4487.5000,4468.7500,4200.0000
100.4000,942.1875,998.4375,903.1250,931.2500,901.5625,884.3750,910.9375,1048.4375,1217.1875,1554.6875,1929.6875,2915.6250,5084.3750,8262.5000,8440.6250,7114.0625,6414.0625,5859.3750,5598.4375,5470.3125,5578.1250,5495.3125,5409.3750,5400.0000,5432.8125
100.3000,993.7500,935.9375,864.0625,932.8125,828.1250,870.3125,984.3750,1035.9375,1276.5625,1645.3125,2176.5625,3370.3125,5646.8750,9156.2500,9712.5000,8750.0000,7571.8750,7248.4375,7035.9375,6878.1250,6929.6875,6864.0625,6664.0625,6679.6875,6671.8750
100.2000,812.5000,850.0000,851.5625,779.6875,870.3125,889.0625,915.6250,1148.4375,1346.8750,1839.0625,2475.0000,3673.4375,6189.0625,10117.1875,11256.2500,9934.3750,9457.8125,9048.4375,8773.4375,8676.5625,8587.5000,8446.8750,8282.8125,8462.5000,8446.8750
100.1000,779.6875,825.0000,718.7500,795.3125,728.1250,823.4375,964.0625,1168.7500,1385.9375,1926.5625,2798.4375,4042.1875,6704.6875,10951.5625,12825.0000,12114.0625,11407.8125,11142.1875,10692.1875,10593.7500,10732.8125,10318.7500,10371.8750,10442.1875,10325.0000
100.0000,753.1250,760.9375,751.5625,721.8750,784.3750,785.9375,940.6250,1181.2500,1460.9375,2167.1875,2928.1250,4371.8750,7135.9375,12048.4375,14490.6250,14251.5625,13795.3125,13156.2500,13128.1250,12918.7500,12690.6250,12875.0000,12692.1875,12898.4375,12879.6875
99.9000,745.3125,634.3750,729.6875,740.6250,742.1875,854.6875,1023.4375,1189.0625,1582.8125,2217.1875,3262.5000,4828.1250,7715.6250,13079.6875,16290.6250,16578.1250,15937.5000,15646.8750,15732.8125,15428.1250,15240.6250,15276.5625,15167.1875,15362.5000,15150.0000
99.8000,632.8125,685.9375,746.8750,728.1250,687.5000,815.6250,1020.3125,1185.9375,1592.1875,2268.7500,3343.7500,5064.0625,8406.2500,13907.8125,17585.9375,18570.3125,18328.1250,18325.0000,18185.9375,17984.3750,17793.7500,17975.0000,17821.8750,17920.3125,17739.0625
99.7000,710.9375,625.0000,615.6250,700.0000,634.3750,759.3750,998.4375,1284.3750,1660.9375,2353.1250,3631.2500,5235.9375,8468.7500,14464.0625,19151.5625,20639.0625,20520.3125,20625.0000,20350.0000,20418.7500,20126.5625,20217.1875,20126.5625,20217.1875,20393.7500
99.6000,665.6250,640.6250,670.3125,656.2500,685.9375,732.8125,957.8125,1250.0000,1617.1875,2450.0000,3635.9375,5421.8750,8679.6875,15446.8750,20643.7500,21823.4375,21960.9375,22400.0000,23031.2500,22603.1250,22696.8750,22504.6875,22609.3750,22121.8750,22804.6875
99.5000,607.8125,618.7500,585.9375,615.6250,639.0625,718.7500,967.1875,1276.5625,1598.4375,2431.2500,3556.2500,5601.5625,8728.1250,15443.7500,21265.6250,23645.3125,24073.4375,24310.9375,24973.4375,24862.5000,24543.7500,24957.8125,24451.5625,24384.3750,24489.0625
99.4000,593.7500,629.6875,614.0625,610.9375,593.7500,756.2500,993.7500,1154.6875,1726.5625,2460.9375,3526.5625,5465.6250,8834.3750,15407.8125,21728.1250,24885.9375,25310.9375,25554.6875,26068.7500,25662.5000,25825.0000,25742.1875,25585.9375,25964.0625,26171.8750
99.3000,592.1875,598.4375,548.4375,646.8750,604.6875,643.7500,914.0625,1210.9375,1631.2500,2259.3750,3387.5000,5353.1250,8575.0000,15145.3125,22100.0000,25487.5000,25779.6875,26501.5625,27085.9375,27243.7500,27023.4375,27153.1250,27010.9375,26900.0000,27223.4375
99.2000,609.3750,604.6875,559.3750,621.8750,612.5000,643.7500,837.5000,1043.7500,1409.3750,2028.1250,3070.3125,4557.8125,7771.8750,14365.6250,21270.3125,25145.3125,26151.5625,26296.8750,27184.3750,27218.7500,27251.5625,27470.3125,27357.8125,27326.5625,27385.9375
99.1000,564.0625,632.8125,540.6250,543.7500,582.8125,634.3750,778.1250,932.8125,1195.3125,1779.6875,2495.3125,4128.1250,6970.3125,13215.6250,20440.6250,24415.6250,24843.7500,25879.6875,26690.6250,26685.9375,26357.8125,26917.1875,27292.1875,26417.1875,26665.6250
99.0000,517.1875,587.5000,546.8750,564.0625,506.2500,595.3125,684.3750,850.0000,1045.3125,1375.0000,2093.7500,3375.0000,6015.6250,11498.4375,18554.6875,22296.8750,23379.6875,24256.2500,24978.1250,24890.6250,24982.8125,25240.6250,25382.8125,24829.6875,25460.9375
98.9000,525.0000,503.1250,514.0625,570.3125,628.1250,564.0625,635.9375,739.0625,917.1875,1175.0000,1593.7500,2637.5000,4759.3750,9607.8125,15896.8750,20029.6875,20609.3750,21665.6250,22825.0000,22892.1875,22603.1250,22981.2500,22907.8125,22193.7500,22806.2500
98.8000,495.3125,576.5625,490.6250,560.9375,489.0625,517.1875,579.6875,587.5000,653.1250,879.6875,1181.2500,2026.5625,3670.3125,7717.1875,13184.3750,16678.1250,17593.7500,18459.3750,19129.6875,19201.5625,19251.5625,19810.9375,19421.8750,19517.1875,19881.2500
98.7000,525.0000,515.6250,550.0000,473.4375,520.3125,531.2500,535.9375,626.5625,584.3750,757.8125,901.5625,1554.6875,2881.2500,5918.7500,10428.1250,13456.2500,14200.0000,14931.2500,15790.6250,15721.8750,15875.0000,16089.0625,16170.3125,15881.2500,16239.0625
98.6000,475.0000,546.8750,481.2500,520.3125,490.6250,496.8750,492.1875,537.5000,554.6875,648.4375,767.1875,1129.6875,1998.4375,4312.5000,7900.0000,10345.3125,11143.7500,11589.0625,12137.5000,12123.4375,12267.1875,12482.8125,12457.8125,12459.3750,12456.2500
98.5000,521.8750,478.1250,493.7500,492.1875,510.9375,507.8125,551.5625,539.0625,543.7500,529.6875,689.0625,1009.3750,1534.3750,3232.8125,5709.3750,7554.6875,8420.3125,8701.5625,9281.2500,9314.0625,9187.5000,9346.8750,9156.2500,9314.0625,9515.6250
98.4000,445.3125,500.0000,465.6250,460.9375,467.1875,492.1875,489.0625,468.7500,473.4375,535.9375,584.3750,751.5625,1334.3750,2389.0625,4143.7500,5539.0625,5917.1875,6225.0000,6534.3750,6640.6250,6562.5000,6687.5000,6720.3125,6793.7500,6915.6250
98.3000,489.0625,507.8125,476.5625,445.3125,531.2500,468.7500,457.8125,506.2500,525.0000,528.1250,556.2500,700.0000,1048.4375,1743.7500,2998.4375,3929.6875,4226.5625,4421.8750,4575.0000,4637.5000,4657.8125,4660.9375,4589.0625,4735.9375,4746.8750
98.2000,437.5000,487.5000,453.1250,459.3750,459.3750,471.8750,535.9375,454.6875,487.5000,485.9375,543.7500,603.1250,882.8125,1456.2500,2332.8125,2859.3750,3117.1875,3207.8125,3354.6875,3285.9375,3256.2500,3270.3125,3304.6875,3312.5000,3300.0000
98.1000,420.3125,481.2500,476.5625,459.3750,446.8750,475.0000,484.3750,518.7500,517.1875,454.6875,459.3750,581.2500,712.5000,1195.3125,1823.4375,2146.8750,2350.0000,2332.8125,2476.5625,2507.8125,2568.7500,2548.4375,2431.2500,2506.2500,2614.0625
98.0000,531.2500,501.5625,478.1250,484.3750,457.8125,485.9375,464.0625,393.7500,467.1875,493.7500,560.9375,531.2500,673.4375,1031.2500,1587.5000,1660.9375,1831.2500,1837.5000,2032.8125,1931.2500,1925.0000,2003.1250,2073.4375,2018.7500,2056.2500
97.9000,489.0625,510.9375,451.5625,439.0625,446.8750,456.2500,512.5000,431.2500,448.4375,398.4375,509.3750,498.4375,609.3750,962.5000,1228.1250,1468.7500,1515.6250,1604.6875,1526.5625,1693.7500,1528.1250,1667.1875,1715.6250,1581.2500,1646.8750
97.8000,443.7500,476.5625,479.6875,493.7500,500.0000,412.5000,459.3750,401.5625,407.8125,412.5000,443.7500,476.5625,567.1875,771.8750,1148.4375,1289.0625,1312.5000,1287.5000,1371.8750,1343.7500,1367.1875,1382.8125,1432.8125,1354.6875,1401.5625
97.7000,404.6875,484.3750,510.9375,468.7500,453.1250,435.9375,504.6875,470.3125,451.5625,496.8750,417.1875,442.1875,548.4375,770.3125,1000.0000,1118.7500,1151.5625,1181.2500,1151.5625,1221.8750,1292.1875,1251.5625,1281.2500,1270.3125,1254.6875
97.6000,470.3125,473.4375,462.5000,496.8750,473.4375,492.1875,418.7500,437.5000,395.3125,442.1875,453.1250,423.4375,534.3750,681.2500,932.8125,1009.3750,943.7500,1023.4375,1131.2500,1090.6250,1100.0000,1078.1250,1035.9375,1048.4375,1189.0625
97.5000,434.3750,467.1875,468.7500,479.6875,434.3750,475.0000,478.1250,487.5000,395.3125,457.8125,479.6875,485.9375,460.9375,646.8750,831.2500,901.5625,951.5625,948.4375,978.1250,985.9375,956.2500,1045.3125,1015.6250,1034.3750,1042.1875
97.4000,434.3750,507.8125,473.4375,454.6875,473.4375,426.5625,462.5000,442.1875,401.5625,412.5000,423.4375,418.7500,473.4375,562.5000,737.5000,839.0625,834.3750,875.0000,923.4375,832.8125,903.1250,890.6250,926.5625,926.5625,870.3125
97.3000,440.6250,495.3125,484.3750,421.8750,440.6250,432.8125,448.4375,435.9375,440.6250,431.2500,365.6250,384.3750,462.5000,529.6875,779.6875,853.1250,809.3750,832.8125,817.1875,881.2500,800.0000,787.5000,835.9375,818.7500,854.6875
97.2000,504.6875,468.7500,420.3125,426.5625,467.1875,453.1250,426.5625,451.5625,437.5000,450.0000,393.7500,425.0000,467.1875,495.3125,704.6875,723.4375,721.8750,770.3125,746.8750,771.8750,759.3750,809.3750,734.3750,767.1875,812.5000
97.1000,462.5000,429.6875,448.4375,468.7500,434.3750,456.2500,429.6875,414.0625,425.0000,382.8125,403.1250,404.6875,426.5625,518.7500,579.6875,682.8125,671.8750,681.2500,707.8125,717.1875,682.8125,754.6875,717.1875,709.3750,770.3125
97.0000,435.9375,446.8750,439.0625,457.8125,475.0000,443.7500,426.5625,368.7500,410.9375,426.5625,379.6875,387.5000,421.8750,456.2500,589.0625,621.8750,657.8125,645.3125,659.3750,598.4375,629.6875,709.3750,654.6875,662.5000,668.7500
96.9000,432.8125,409.3750,451.5625,420.3125,454.6875,445.3125,409.3750,404.6875,428.1250,428.1250,425.0000,401.5625,407.8125,468.7500,567.1875,601.5625,606.2500,559.3750,565.6250,612.5000,614.0625,635.9375,564.0625,593.7500,568.7500
96.8000,481.2500,425.0000,459.3750,425.0000,428.1250,406.2500,395.3125,473.4375,371.8750,371.8750,420.3125,376.5625,393.7500,423.4375,501.5625,548.4375,531.2500,576.5625,610.9375,579.6875,562.5000,584.3750,554.6875,582.8125,562.5000
96.7000,475.0000,476.5625,439.0625,432.8125,442.1875,437.5000,432.8125,401.5625,439.0625,423.4375,382.8125,376.5625,329.6875,387.5000,410.9375,564.0625,526.5625,557.8125,581.2500,515.6250,517.1875,568.7500,559.3750,532.8125,545.3125
96.6000,467.1875,415.6250,415.6250,450.0000,439.0625,425.0000,415.6250,404.6875,392.1875,387.5000,328.1250,337.5000,382.8125,381.2500,442.1875,501.5625,482.8125,426.5625,489.0625,476.5625,428.1250,507.8125,500.0000,456.2500,479.6875
96.5000,421.8750,462.5000,443.7500,456.2500,464.0625,432.8125,439.0625,456.2500,450.0000,437.5000,389.0625,339.0625,346.8750,389.0625,448.4375,445.3125,454.6875,471.8750,446.8750,473.4375,503.1250,495.3125,465.6250,445.3125,425.0000
96.4000,428.1250,412.5000,453.1250,439.0625,395.3125,415.6250,467.1875,428.1250,385.9375,378.1250,385.9375,357.8125,343.7500,357.8125,356.2500,434.3750,407.8125,398.4375,435.9375,432.8125,439.0625,462.5000,464.0625,398.4375,473.4375
96.3000,475.0000,428.1250,410.9375,479.6875,426.5625,400.0000,404.6875,385.9375,390.6250,406.2500,368.7500,392.1875,304.6875,376.5625,346.8750,406.2500,407.8125,392.1875,410.9375,418.7500,446.8750,429.6875,457.8125,439.0625,400.0000
96.2000,414.0625,439.0625,421.8750,462.5000,423.4375,440.6250,406.2500,460.9375,401.5625,329.6875,345.3125,348.4375,360.9375,385.9375,365.6250,417.1875,415.6250,396.8750,400.0000,415.6250,407.8125,401.5625,407.8125,415.6250,379.6875
96.1000,382.8125,464.0625,428.1250,428.1250,453.1250,392.1875,435.9375,381.2500,442.1875,359.3750,390.6250,332.8125,351.5625,335.9375,390.6250,400.0000,423.4375,400.0000,431.2500,368.7500,365.6250,393.7500,376.5625,371.8750,351.5625
96.0000,453.1250,443.7500,414.0625,393.7500,437.5000,414.0625,464.0625,409.3750,390.6250,420.3125,356.2500,318.7500,337.5000,320.3125,348.4375,364.0625,348.4375,373.4375,385.9375,381.2500,392.1875,337.5000,365.6250,339.0625,387.5000
95.9000,431.2500,454.6875,485.9375,451.5625,428.1250,417.1875,453.1250,415.6250,412.5000,385.9375,376.5625,337.5000,321.8750,342.1875,331.2500,339.0625,346.8750,384.3750,367.1875,393.7500,367.1875,373.4375,370.3125,360.9375,323.4375
95.8000,448.4375,445.3125,440.6250,443.7500,501.5625,446.8750,403.1250,425.0000,371.8750,378.1250,339.0625,339.0625,348.4375,306.2500,314.0625,351.5625,340.6250,300.0000,381.2500,309.3750,350.0000,332.8125,306.2500,365.6250,376.5625
95.7000,403.1250,464.0625,460.9375,429.6875,462.5000,445.3125,384.3750,468.7500,371.8750,365.6250,376.5625,346.8750,312.5000,276.5625,321.8750,300.0000,340.6250,334.3750,350.0000,367.1875,357.8125,360.9375,357.8125,317.1875,320.3125
95.6000,415.6250,417.1875,432.8125,446.8750,470.3125,393.7500,428.1250,409.3750,376.5625,387.5000,342.1875,337.5000,293.7500,284.3750,275.0000,343.7500,334.3750,326.5625,356.2500,351.5625,342.1875,339.0625,318.7500,278.1250,345.3125
95.5000,451.5625,385.9375,428.1250,482.8125,456.2500,425.0000,403.1250,378.1250,348.4375,375.0000,401.5625,320.3125,309.3750,295.3125,317.1875,346.8750,285.9375,329.6875,326.5625,354.6875,326.5625,368.7500,296.8750,335.9375,301.5625
95.4000,407.8125,490.6250,445.3125,478.1250,415.6250,457.8125,457.8125,428.1250,420.3125,446.8750,320.3125,307.8125,334.3750,331.2500,273.4375,317.1875,304.6875,293.7500,328.1250,345.3125,323.4375,329.6875,312.5000,329.6875,328.1250
95.3000,393.7500,445.3125,470.3125,451.5625,482.8125,442.1875,429.6875,437.5000,390.6250,398.4375,345.3125,351.5625,292.1875,325.0000,312.5000,315.6250,339.0625,292.1875,314.0625,273.4375,321.8750,331.2500,317.1875,285.9375,295.3125
95.2000,395.3125,421.8750,440.6250,448.4375,420.3125,478.1250,451.5625,435.9375,373.4375,403.1250,337.5000,303.1250,281.2500,320.3125,320.3125,301.5625,287.5000,332.8125,334.3750,295.3125,298.4375,325.0000,257.8125,298.4375,265.6250
95.1000,442.1875,406.2500,465.6250,443.7500,410.9375,434.3750,390.6250,393.7500,376.5625,385.9375,378.1250,320.3125,292.1875,307.8125,265.6250,262.5000,295.3125,285.9375,260.9375,298.4375,289.0625,293.7500,304.6875,290.6250,295.3125
95.0000,437.5000,467.1875,445.3125,468.7500,409.3750,403.1250,392.1875,426.5625,356.2500,414.0625,362.5000,314.0625,332.8125,282.8125,320.3125,307.8125,282.8125,290.6250,320.3125,287.5000,279.6875,320.3125,298.4375,304.6875,331.2500
94.9000,414.0625,418.7500,454.6875,375.0000,446.8750,401.5625,417.1875,398.4375,396.8750,360.9375,348.4375,335.9375,318.7500,295.3125,309.3750,284.3750,320.3125,242.1875,335.9375,310.9375,262.5000,271.8750,287.5000,268.7500,325.0000
94.8000,443.7500,432.8125,465.6250,426.5625,418.7500,415.6250,406.2500,442.1875,393.7500,356.2500,335.9375,300.0000,300.0000,310.9375,273.4375,290.6250,290.6250,298.4375,276.5625,276.5625,282.8125,300.0000,304.6875,279.6875,237.5000
94.7000,381.2500,400.0000,456.2500,428.1250,425.0000,407.8125,412.5000,418.7500,409.3750,420.3125,307.8125,335.9375,285.9375,304.6875,278.1250,245.3125,276.5625,257.8125,284.3750,298.4375,281.2500,296.8750,309.3750,281.2500,304.6875
94.6000,473.4375,467.1875,465.6250,407.8125,415.6250,410.9375,407.8125,335.9375,392.1875,350.0000,356.2500,292.1875,323.4375,284.3750,231.2500,254.6875,257.8125,310.9375,270.3125,262.5000,259.3750,282.8125,292.1875,275.0000,301.5625
94.5000,487.5000,478.1250,406.2500,434.3750,437.5000,421.8750,395.3125,398.4375,376.5625,365.6250,365.6250,309.3750,317.1875,281.2500,295.3125,296.8750,243.7500,254.6875,284.3750,292.1875,253.1250,296.8750,251.5625,275.0000,281.2500
94.4000,400.0000,448.4375,396.8750,414.0625,482.8125,445.3125,400.0000,406.2500,368.7500,400.0000,329.6875,328.1250,281.2500,290.6250,275.0000,243.7500,256.2500,259.3750,273.4375,287.5000,268.7500,278.1250,279.6875,273.4375,284.3750
94.3000,398.4375,356.2500,457.8125,467.1875,443.7500,451.5625,445.3125,415.6250,426.5625,368.7500,370.3125,314.0625,292.1875,275.0000,289.0625,262.5000,267.1875,268.7500,262.5000,270.3125,248.4375,254.6875,268.7500,265.6250,300.0000
94.2000,442.1875,412.5000,425.0000,418.7500,492.1875,453.1250,392.1875,412.5000,389.0625,382.8125,354.6875,268.7500,279.6875,271.8750,273.4375,268.7500,295.3125,293.7500,251.5625,289.0625,253.1250,273.4375,251.5625,279.6875,264.0625
94.1000,460.9375,470.3125,442.1875,456.2500,407.8125,445.3125,392.1875,415.6250,359.3750,378.1250,359.3750,320.3125,337.5000,293.7500,287.5000,278.1250,250.0000,251.5625,300.0000,262.5000,273.4375,262.5000,242.1875,276.5625,248.4375
94.0000,412.5000,454.6875,428.1250,415.6250,412.5000,457.8125,410.9375,407.8125,398.4375,403.1250,354.6875,301.5625,304.6875,260.9375,275.0000,284.3750,318.7500,239.0625,301.5625,278.1250,279.6875,312.5000,267.1875,300.0000,289.0625
93.9000,457.8125,395.3125,403.1250,445.3125,470.3125,457.8125,432.8125,400.0000,389.0625,354.6875,360.9375,340.6250,304.6875,265.6250,275.0000,265.6250,289.0625,285.9375,260.9375,301.5625,256.2500,265.6250,260.9375,253.1250,279.6875
93.8000,454.6875,471.8750,417.1875,450.0000,468.7500,442.1875,425.0000,417.1875,403.1250,345.3125,398.4375,328.1250,254.6875,248.4375,242.1875,296.8750,260.9375,296.8750,289.0625,245.3125,281.2500,275.0000,257.8125,287.5000,264.0625
93.7000,470.3125,442.1875,459.3750,495.3125,446.8750,425.0000,432.8125,443.7500,356.2500,353.1250,332.8125,312.5000,323.4375,268.7500,267.1875,306.2500,270.3125,217.1875,276.5625,242.1875,285.9375,318.7500,265.6250,275.0000,295.3125
93.6000,435.9375,437.5000,421.8750,423.4375,420.3125,417.1875,400.0000,426.5625,384.3750,384.3750,326.5625,328.1250,350.0000,282.8125,268.7500,264.0625,271.8750,282.8125,268.7500,264.0625,270.3125,264.0625,257.8125,279.6875,312.5000
93.5000,395.3125,478.1250,403.1250,440.6250,478.1250,459.3750,421.8750,398.4375,384.3750,367.1875,384.3750,339.0625,260.9375,259.3750,232.8125,234.3750,281.2500,295.3125,284.3750,248.4375,270.3125,259.3750,210.9375,281.2500,281.2500
